RAJ2000	DEJ2000
01 34 36.40	+30 52 40.7
01 34 36.42	+31 27 34.0
01 34 36.42	+30 54 45.9
01 34 36.46	+30 56 10.0
01 34 36.46	+30 37 31.0
01 34 36.53	+30 55 44.7
01 34 36.61	+30 44 04.3
01 34 36.61	+30 45 16.8
01 34 36.65	+30 04 50.6
01 34 36.74	+30 52 54.3
01 34 36.85	+30 45 30.0
01 34 36.94	+30 45 14.8
01 34 36.98	+30 40 26.6
01 34 37.01	+30 41 39.7
01 34 37.02	+30 26 29.9
01 34 37.03	+30 46 41.8
01 34 37.08	+30 27 47.3
01 34 37.11	+30 35 42.6
01 34 37.11	+30 41 46.9
01 34 37.12	+30 39 39.8
01 34 37.22	+31 12 28.6
01 34 37.23	+30 44 48.0
01 34 37.23	+31 03 19.4
01 34 37.37	+30 32 00.1
01 34 37.38	+30 37 04.9
01 34 37.46	+30 41 49.5
01 34 37.47	+30 45 07.4
01 34 37.48	+30 45 40.0
01 34 37.49	+30 47 11.2
01 34 37.49	+30 56 48.5
01 34 37.54	+30 41 56.7
01 34 37.55	+30 33 09.3
01 34 37.70	+30 29 33.4
01 34 37.78	+30 28 17.4
01 34 37.79	+30 46 57.4
01 34 37.83	+30 46 08.4
01 34 37.87	+31 14 22.3
01 34 37.88	+31 14 31.5
01 34 37.88	+30 30 46.9
01 34 37.88	+30 38 21.7
01 34 37.90	+30 33 19.5
01 34 37.94	+30 29 41.9
01 34 37.94	+31 24 19.2
01 34 37.98	+30 40 36.7
01 34 38.00	+30 50 32.2
01 34 38.05	+30 46 07.2
01 34 38.13	+30 55 37.8
01 34 38.18	+30 36 39.9
01 34 38.21	+30 05 43.2
01 34 38.22	+30 52 44.3
01 34 38.23	+30 41 52.5
01 34 38.26	+30 46 35.6
01 34 38.31	+31 18 42.9
01 34 38.33	+30 46 26.1
01 34 38.34	+30 46 33.9
01 34 38.36	+30 59 50.9
01 34 38.38	+30 45 53.2
01 34 38.43	+30 17 32.9
01 34 38.55	+30 31 22.9
01 34 38.56	+30 26 23.5
01 34 38.57	+30 55 11.9
01 34 38.64	+30 40 48.8
01 34 38.66	+30 43 56.6
01 34 38.66	+30 45 35.2
01 34 38.73	+30 46 08.1
01 34 38.74	+30 46 12.6
01 34 38.77	+30 38 50.0
01 34 38.84	+30 55 04.7
01 34 38.92	+30 45 31.6
01 34 39.04	+30 42 15.2
01 34 39.06	+30 49 50.1
01 34 39.09	+30 35 15.2
01 34 39.14	+30 54 17.5
01 34 39.21	+30 41 55.8
01 34 39.21	+31 08 48.2
01 34 39.26	+29 58 54.8
01 34 39.33	+31 17 49.0
01 34 39.39	+30 45 51.3
01 34 39.40	+31 05 16.2
01 34 39.41	+30 43 45.3
01 34 39.45	+30 23 49.4
01 34 39.50	+30 41 28.0
01 34 39.53	+31 09 48.6
01 34 39.58	+30 33 37.9
01 34 39.65	+30 43 00.6
01 34 39.67	+31 29 00.3
01 34 39.70	+30 34 12.5
01 34 39.78	+30 35 21.6
01 34 39.79	+31 09 37.2
01 34 39.81	+30 39 16.6
01 34 39.86	+30 42 01.0
01 34 39.87	+31 25 47.1
01 34 39.91	+30 32 02.8
01 34 39.98	+30 35 16.2
01 34 40.17	+30 44 14.8
01 34 40.20	+30 48 43.1
01 34 40.22	+29 59 18.4
01 34 40.39	+30 46 00.9
01 34 40.45	+30 45 55.5
01 34 40.51	+31 04 36.4
01 34 40.58	+31 29 00.2
01 34 40.59	+30 51 38.4
01 34 40.59	+30 10 15.1
01 34 40.61	+30 44 56.4
01 34 40.63	+30 46 14.5
01 34 40.71	+30 47 08.2
01 34 40.73	+30 27 33.5
01 34 40.80	+30 43 52.2
01 34 40.96	+30 36 16.9
01 34 40.96	+30 50 09.8
01 34 40.98	+30 27 36.9
01 34 40.99	+29 58 33.6
01 34 41.01	+30 46 41.0
01 34 41.04	+30 47 26.4
01 34 41.08	+30 45 02.5
01 34 41.12	+29 48 57.4
01 34 41.18	+30 43 30.1
01 34 41.20	+30 50 09.9
01 34 41.20	+30 38 01.7
01 34 41.25	+30 56 25.6
01 34 41.30	+30 44 16.5
01 34 41.36	+30 47 28.4
01 34 41.51	+30 44 24.6
01 34 41.52	+30 38 55.3
01 34 41.54	+30 38 45.2
01 34 41.61	+30 50 54.1
01 34 41.64	+30 50 19.0
01 34 41.66	+30 37 53.4
01 34 41.69	+30 26 38.4
01 34 41.71	+30 43 50.9
01 34 41.75	+30 38 32.7
01 34 41.75	+30 44 53.7
01 34 41.97	+30 52 21.0
01 34 41.97	+31 07 54.5
01 34 42.01	+30 42 53.9
01 34 42.02	+30 45 40.2
01 34 42.10	+30 55 02.8
01 34 42.11	+30 32 15.9
01 34 42.22	+30 22 28.9
01 34 42.23	+31 05 43.0
01 34 42.45	+30 45 35.4
01 34 42.51	+30 19 58.8
01 34 42.54	+30 45 17.5
01 34 42.60	+30 44 15.2
01 34 42.62	+31 09 02.4
01 34 42.66	+31 05 44.7
01 34 42.69	+30 38 32.7
01 34 42.69	+30 34 27.5
01 34 42.71	+30 45 33.3
01 34 42.72	+30 37 23.8
01 34 42.77	+30 37 20.7
01 34 42.99	+30 37 35.2
01 34 43.05	+31 01 25.9
01 34 43.09	+30 43 18.1
01 34 43.10	+30 28 56.1
01 34 43.12	+30 28 13.6
01 34 43.13	+31 28 36.1
01 34 43.16	+30 47 56.2
01 34 43.21	+31 07 31.7
01 34 43.37	+30 52 02.8
01 34 43.41	+30 05 22.4
01 34 43.45	+30 46 59.8
01 34 43.52	+31 11 19.7
01 34 43.62	+30 48 03.9
01 34 43.62	+31 12 08.2
01 34 43.72	+30 47 38.0
01 34 43.76	+30 46 36.7
01 34 43.84	+30 27 17.7
01 34 43.88	+30 59 49.7
01 34 43.89	+30 43 55.2
01 34 43.99	+30 45 09.8
01 34 44.09	+30 35 58.0
01 34 44.10	+30 27 05.0
01 34 44.11	+29 58 29.3
01 34 44.11	+30 45 01.2
01 34 44.11	+30 44 25.7
01 34 44.15	+30 32 40.0
01 34 44.17	+30 51 04.1
01 34 44.25	+30 43 03.5
01 34 44.26	+31 06 26.7
01 34 44.29	+30 37 00.1
01 34 44.36	+30 58 05.9
01 34 44.42	+31 09 46.0
01 34 44.48	+30 27 07.3
01 34 44.58	+30 37 25.3
01 34 44.69	+31 00 34.7
01 34 44.72	+30 26 01.8
01 34 44.77	+30 28 41.1
01 34 44.92	+31 02 06.8
01 34 44.96	+30 53 14.7
01 34 45.09	+30 58 58.9
01 34 45.17	+30 54 24.1
01 34 45.22	+30 39 05.8
01 34 45.32	+30 37 11.4
01 34 45.33	+30 48 16.3
01 34 45.35	+30 44 59.8
01 34 45.37	+30 46 11.0
01 34 45.49	+30 34 13.7
01 34 45.56	+30 59 42.9
01 34 45.62	+30 32 35.3
01 34 45.65	+30 44 33.7
01 34 45.66	+30 36 35.6
01 34 45.73	+30 54 30.4
01 34 45.83	+30 13 40.1
01 34 45.86	+30 06 53.2
01 34 45.96	+30 36 33.2
01 34 46.04	+30 03 20.7
01 34 46.12	+31 04 31.1
01 34 46.30	+30 20 08.3
01 34 46.36	+30 44 28.8
01 34 46.37	+30 13 14.9
01 34 46.57	+30 25 48.8
01 34 46.76	+30 47 20.6
01 34 46.85	+30 41 25.2
01 34 46.86	+30 34 50.4
01 34 46.92	+30 36 11.4
01 34 46.98	+30 43 41.0
01 34 47.07	+30 59 32.4
01 34 47.08	+30 52 13.7
01 34 47.14	+31 24 38.6
01 34 47.19	+31 20 31.5
01 34 47.25	+30 35 47.2
01 34 47.33	+30 45 17.2
01 34 47.33	+31 08 41.6
01 34 47.37	+30 38 36.9
01 34 47.49	+30 36 10.0
01 34 47.65	+30 36 48.1
01 34 47.81	+30 55 21.6
01 34 48.01	+30 45 15.2
01 34 48.26	+30 52 05.0
01 34 48.30	+30 17 30.2
01 34 48.32	+30 35 50.1
01 34 48.38	+30 42 01.9
01 34 48.38	+31 06 09.5
01 34 48.49	+30 44 12.4
01 34 48.49	+30 34 16.0
01 34 48.64	+30 45 49.7
01 34 48.71	+30 58 56.1
01 34 48.91	+29 58 54.8
01 34 48.95	+30 40 29.9
01 34 49.00	+30 55 31.3
01 34 49.01	+30 26 04.6
01 34 49.07	+30 33 15.3
01 34 49.15	+30 59 23.6
01 34 49.29	+31 16 12.1
01 34 49.36	+30 37 56.3
01 34 49.39	+30 32 34.0
01 34 49.40	+30 30 24.4
01 34 49.49	+31 07 38.6
01 34 49.49	+30 38 53.1
01 34 49.72	+30 08 47.5
01 34 49.72	+30 35 15.7
01 34 49.76	+30 50 27.3
01 34 49.76	+30 44 55.5
01 34 49.80	+30 18 25.6
01 34 49.85	+31 00 18.0
01 34 49.85	+30 44 52.7
01 34 49.90	+30 50 20.3
01 34 50.00	+30 47 01.5
01 34 50.03	+31 09 23.9
01 34 50.07	+30 55 52.4
01 34 50.13	+30 07 32.9
01 34 50.17	+30 39 52.1
01 34 50.32	+30 32 04.8
01 34 50.54	+30 52 06.7
01 34 50.56	+31 07 23.0
01 34 50.58	+31 06 03.5
01 34 50.65	+31 17 05.3
01 34 50.72	+30 54 12.9
01 34 50.76	+31 16 02.6
01 34 50.80	+31 06 27.8
01 34 51.30	+30 31 12.1
01 34 51.38	+31 17 40.8
01 34 51.76	+30 39 17.9
01 34 51.80	+30 38 10.7
01 34 51.92	+30 21 39.8
01 34 52.08	+31 31 41.1
01 34 52.16	+30 53 15.1
01 34 52.45	+30 58 11.3
01 34 52.48	+30 39 45.2
01 34 52.53	+30 55 46.4
01 34 52.64	+30 53 09.1
01 34 52.68	+30 56 01.6
01 34 52.75	+30 31 14.8
01 34 52.79	+31 07 17.7
01 34 52.80	+30 30 09.9
01 34 52.83	+30 37 46.0
01 34 52.95	+30 44 25.3
01 34 53.35	+30 33 08.5
01 34 53.46	+30 42 45.4
01 34 53.83	+30 26 54.2
01 34 53.91	+30 33 57.1
01 34 53.95	+30 40 43.3
01 34 53.96	+30 26 53.8
01 34 53.97	+30 33 38.8
01 34 54.05	+30 47 07.9
01 34 54.25	+29 48 53.7
01 34 54.29	+30 53 57.8
01 34 54.32	+30 08 24.8
01 34 54.32	+30 44 39.6
01 34 54.37	+30 34 31.4
01 34 54.59	+30 32 30.2
01 34 54.81	+30 30 22.5
01 34 54.91	+30 53 19.1
01 34 54.94	+29 50 40.4
01 34 54.97	+31 00 54.2
01 34 54.98	+30 40 41.5
01 34 55.46	+31 12 33.0
01 34 55.48	+30 53 03.5
01 34 55.63	+30 43 49.0
01 34 55.85	+30 30 02.9
01 34 56.62	+30 31 59.0
01 34 57.08	+30 29 26.1
01 34 57.15	+30 59 03.8
01 34 57.26	+30 07 01.2
01 34 57.31	+30 00 07.3
01 34 57.38	+30 05 18.7
01 34 57.64	+31 08 51.7
01 34 57.81	+30 36 22.4
01 34 57.86	+30 27 29.5
01 34 57.92	+31 02 47.5
01 34 58.10	+29 57 26.6
01 34 58.11	+30 41 46.9
01 34 58.18	+30 40 49.4
01 34 58.26	+31 09 16.1
01 34 58.27	+30 48 44.9
01 34 58.31	+30 41 35.2
01 34 58.33	+31 24 36.3
01 34 58.51	+30 29 32.4
01 34 58.59	+30 32 03.1
01 34 58.69	+30 44 57.6
01 34 58.74	+30 41 51.8
01 34 58.93	+30 53 04.8
01 34 59.05	+30 41 54.9
01 34 59.12	+31 06 21.6
01 34 59.13	+30 43 43.0
01 34 59.13	+31 06 38.3
01 34 59.14	+30 37 02.1
01 34 59.25	+31 05 20.4
01 34 59.30	+30 31 19.5
01 34 59.68	+31 00 56.8
01 34 59.79	+30 41 57.0
01 34 59.80	+30 11 34.9
01 34 59.94	+30 43 07.9
01 35 00.01	+30 37 03.6
01 35 00.06	+30 54 49.7
01 35 00.07	+30 40 36.5
01 35 00.08	+29 49 49.9
01 35 00.17	+30 33 30.9
01 35 00.40	+30 55 06.5
01 35 00.55	+30 50 01.1
01 35 00.59	+30 41 40.2
01 35 00.69	+30 42 07.7
01 35 00.74	+30 49 48.8
01 35 00.76	+30 47 46.2
01 35 00.91	+30 18 44.6
01 35 01.00	+29 50 39.4
01 35 01.02	+30 43 48.0
01 35 01.19	+29 52 49.0
01 35 01.27	+31 07 17.8
01 35 01.31	+29 59 54.2
01 35 01.41	+30 09 00.5
01 35 02.28	+30 40 13.3
01 35 02.31	+31 08 40.9
01 35 02.55	+30 52 04.4
01 35 02.80	+31 08 29.5
01 35 03.08	+31 04 09.4
01 35 03.16	+30 38 01.3
01 35 03.17	+30 09 48.0
01 35 03.18	+30 39 22.0
01 35 03.20	+30 25 40.0
01 35 03.22	+30 49 28.1
01 35 03.29	+30 40 42.4
01 35 03.31	+30 40 07.2
01 35 03.31	+30 41 21.4
01 35 03.49	+30 06 39.1
01 35 03.59	+30 21 52.3
01 35 03.61	+30 22 08.0
01 35 03.67	+30 28 54.1
01 35 03.83	+30 52 52.8
01 35 03.91	+30 43 19.0
01 35 04.08	+30 53 47.5
01 35 04.13	+30 02 06.1
01 35 04.25	+29 54 18.3
01 35 04.39	+31 10 49.5
01 35 04.53	+30 50 12.1
01 35 04.55	+30 50 04.2
01 35 04.92	+31 02 13.6
01 35 05.31	+30 46 49.5
01 35 05.42	+31 10 59.2
01 35 05.75	+30 54 45.9
01 35 05.94	+30 54 13.3
01 35 06.00	+30 54 07.0
01 35 06.19	+30 48 10.8
01 35 06.20	+31 23 44.5
01 35 06.49	+31 17 51.5
01 35 06.82	+30 41 03.6
01 35 06.94	+30 34 02.4
01 35 06.95	+30 45 14.6
01 35 07.10	+30 36 58.7
01 35 07.14	+30 04 55.3
01 35 07.15	+30 34 16.1
01 35 07.23	+31 05 06.2
01 35 07.36	+30 47 44.9
01 35 07.40	+30 41 32.6
01 35 07.50	+30 42 08.4
01 35 07.50	+30 47 02.9
01 35 07.59	+30 51 50.8
01 35 07.66	+31 24 09.8
01 35 07.67	+30 54 01.1
01 35 07.67	+30 44 57.0
01 35 07.67	+30 26 22.2
01 35 07.69	+30 28 22.7
01 35 07.80	+30 32 40.8
01 35 08.01	+30 47 46.5
01 35 08.14	+30 51 03.4
01 35 08.19	+30 34 06.9
01 35 08.21	+30 56 49.5
01 35 08.28	+30 25 48.2
01 35 08.34	+30 42 01.0
01 35 08.54	+30 26 15.0
01 35 08.82	+30 54 17.7
01 35 09.14	+30 48 19.6
01 35 09.14	+30 34 18.8
01 35 09.44	+30 46 17.4
01 35 09.52	+30 34 03.6
01 35 09.78	+31 11 26.6
01 35 09.93	+30 39 27.9
01 35 10.17	+31 06 18.8
01 35 10.17	+31 15 34.6
01 35 10.63	+29 48 43.9
01 35 10.78	+31 01 00.8
01 35 10.92	+30 18 35.5
01 35 10.93	+31 10 07.3
01 35 10.99	+31 27 39.0
01 35 11.24	+29 50 01.8
01 35 11.31	+31 22 06.8
01 35 12.07	+30 32 26.3
01 35 12.14	+30 47 25.6
01 35 12.31	+30 29 32.5
01 35 12.40	+30 46 34.8
01 35 12.48	+30 46 47.7
01 35 12.57	+30 18 13.3
01 35 12.62	+30 07 03.9
01 35 12.65	+31 22 17.7
01 35 12.77	+30 13 11.3
01 35 12.77	+30 42 00.7
01 35 12.87	+30 49 41.8
01 35 13.13	+31 16 32.9
01 35 13.43	+31 04 10.2
01 35 13.51	+30 58 11.4
01 35 13.59	+30 33 58.7
01 35 13.94	+30 08 48.6
01 35 14.15	+30 42 25.7
01 35 14.58	+29 51 16.4
01 35 14.74	+30 51 49.1
01 35 14.84	+29 54 58.5
01 35 15.13	+30 33 01.1
01 35 15.22	+31 01 00.3
01 35 15.27	+30 37 54.1
01 35 15.40	+30 46 14.7
01 35 15.45	+30 39 00.6
01 35 15.47	+30 04 28.9
01 35 15.54	+31 30 25.6
01 35 15.64	+30 45 39.0
01 35 15.84	+30 31 26.5
01 35 16.37	+31 31 54.3
01 35 16.66	+30 51 52.7
01 35 16.70	+30 59 13.0
01 35 16.78	+30 46 51.0
01 35 16.89	+31 11 00.7
01 35 17.14	+31 14 47.4
01 35 17.23	+30 37 24.0
01 35 17.25	+31 02 47.0
01 35 17.37	+31 05 02.6
01 35 17.39	+30 39 10.4
01 35 17.74	+29 56 43.2
01 35 17.75	+30 46 08.6
01 35 18.29	+31 15 37.2
01 35 18.37	+30 46 48.5
01 35 18.41	+30 09 31.3
01 35 18.74	+30 06 39.5
01 35 18.80	+30 38 28.6
01 35 18.96	+30 36 52.0
01 35 19.16	+30 44 06.2
01 35 19.34	+30 09 04.4
01 35 19.35	+30 47 36.8
01 35 19.55	+31 16 27.2
01 35 20.35	+31 29 20.2
01 35 20.40	+30 57 06.6
01 35 20.91	+31 19 20.0
01 35 20.96	+30 09 03.9
01 35 21.00	+30 03 10.9
01 35 21.12	+30 31 12.7
01 35 21.27	+29 48 33.0
01 35 21.60	+30 41 29.9
01 35 21.63	+29 47 59.7
01 35 21.72	+29 54 41.6
01 35 21.77	+30 09 01.3
01 35 21.80	+30 56 40.6
01 35 21.94	+30 45 39.8
01 35 22.04	+31 31 27.6
01 35 22.50	+30 00 47.5
01 35 22.57	+31 14 34.4
01 35 22.65	+30 34 26.1
01 35 22.68	+30 08 20.2
01 35 23.02	+30 21 41.3
01 35 23.13	+30 53 57.8
01 35 23.30	+30 30 35.7
01 35 23.63	+30 47 22.6
01 35 24.33	+30 39 48.8
01 35 24.35	+29 57 37.0
01 35 24.43	+30 37 03.3
01 35 24.91	+31 27 25.6
01 35 24.95	+29 51 43.7
01 35 25.33	+29 53 18.8
01 35 25.49	+30 56 11.1
01 35 26.09	+31 00 49.4
01 35 26.12	+30 50 37.2
01 35 26.17	+30 53 50.4
01 35 26.29	+29 52 20.3
01 35 26.32	+30 10 34.3
01 35 26.45	+31 32 06.4
01 35 26.58	+29 59 10.4
01 35 26.88	+30 18 53.6
01 35 27.17	+29 50 47.2
01 35 27.30	+29 54 41.3
01 35 27.31	+30 47 36.6
01 35 27.53	+29 59 53.5
01 35 27.55	+30 40 58.7
01 35 27.57	+30 29 53.0
01 35 27.81	+30 27 58.1
01 35 28.06	+30 56 04.6
01 35 28.17	+31 14 59.2
01 35 28.40	+31 02 41.5
01 35 28.65	+30 31 09.1
01 35 28.75	+31 20 31.6
01 35 28.77	+30 31 18.1
01 35 28.77	+30 34 58.4
01 35 28.82	+30 14 25.2
01 35 29.00	+31 05 21.1
01 35 29.06	+30 33 53.9
01 35 29.14	+31 31 13.1
01 35 29.14	+30 48 13.9
01 35 29.29	+30 56 43.9
01 35 29.79	+30 14 14.0
01 35 29.79	+31 07 21.4
01 35 29.85	+30 54 14.3
01 35 29.89	+30 58 38.4
01 35 29.95	+30 24 21.2
01 35 30.17	+30 42 19.2
01 35 30.18	+30 42 00.7
01 35 30.65	+30 46 43.0
01 35 30.70	+31 03 49.3
01 35 30.73	+30 01 59.4
01 35 31.02	+31 08 55.8
01 35 31.36	+30 55 19.5
01 35 31.46	+30 24 30.0
01 35 31.48	+30 21 49.7
01 35 31.82	+30 12 43.0
01 35 32.29	+31 05 56.1
01 35 32.35	+31 02 50.5
01 35 32.80	+30 57 12.7
01 35 32.87	+31 32 03.4
01 35 33.12	+30 34 07.3
01 35 33.16	+30 53 14.8
01 35 33.21	+30 48 14.6
01 35 33.30	+31 29 03.3
01 35 33.32	+31 12 55.0
01 35 33.33	+30 39 25.1
01 35 33.34	+31 08 53.8
01 35 33.45	+31 22 47.6
01 35 33.54	+31 20 18.1
01 35 33.56	+30 19 33.3
01 35 33.86	+31 15 23.7
01 35 34.36	+30 54 21.2
01 35 34.65	+30 06 42.6
01 35 34.94	+30 09 18.6
01 35 35.08	+29 59 22.9
01 35 35.10	+30 21 48.9
01 35 35.25	+30 38 03.8
01 35 35.45	+31 07 58.7
01 35 35.47	+31 06 06.6
01 35 35.93	+31 17 56.8
01 35 35.99	+30 02 44.4
01 35 36.07	+30 55 25.4
01 35 36.45	+30 05 31.9
01 35 36.47	+30 48 14.4
01 35 36.62	+30 22 18.0
01 35 36.94	+30 29 48.5
01 35 37.31	+29 59 00.9
01 35 37.58	+30 04 51.1
01 35 37.78	+30 06 16.0
01 35 37.85	+30 32 59.3
01 35 38.02	+31 05 20.7
01 35 38.03	+30 21 19.2
01 35 38.08	+29 58 34.2
01 35 38.08	+31 12 59.7
01 35 38.10	+31 11 32.7
01 35 38.15	+30 38 50.6
01 35 38.34	+30 15 07.2
01 35 38.34	+30 22 03.5
01 35 38.76	+30 19 56.6
01 35 38.91	+31 04 12.8
01 35 39.16	+30 40 31.7
01 35 39.24	+31 06 07.7
01 35 39.34	+31 19 14.6
01 35 39.36	+31 08 37.0
01 35 39.90	+31 23 30.1
01 35 40.16	+30 30 49.1
01 35 40.57	+30 03 50.7
01 35 40.59	+31 15 26.5
01 35 40.67	+30 25 08.4
01 35 40.92	+31 31 57.2
01 35 41.00	+31 02 54.6
01 35 41.21	+31 15 40.2
01 35 41.22	+31 07 48.4
01 35 41.67	+30 12 29.3
01 35 41.81	+30 18 03.5
01 35 41.84	+30 57 15.6
01 35 41.96	+30 00 34.1
01 35 42.07	+31 04 03.4
01 35 42.23	+29 58 55.1
01 35 42.51	+30 12 50.9
01 35 42.74	+29 52 40.7
01 35 42.92	+29 59 48.4
01 35 43.04	+30 33 14.5
01 35 43.29	+30 33 21.5
01 35 43.29	+31 15 01.7
01 35 43.56	+30 48 12.2
01 35 43.89	+30 00 53.7
01 35 43.98	+30 11 47.0
01 35 44.25	+31 32 10.5
01 35 44.69	+30 25 43.1
01 35 44.74	+31 16 17.3
01 35 44.83	+30 48 13.9
01 35 44.93	+30 57 15.7
01 35 45.10	+30 12 03.4
01 35 45.21	+31 11 25.7
01 35 45.69	+30 30 17.4
01 35 45.88	+30 39 49.6
01 35 46.17	+30 53 39.9
01 35 46.61	+30 17 37.8
01 35 46.72	+30 51 22.4
01 35 47.12	+31 09 30.2
01 35 47.15	+30 22 50.4
01 35 47.49	+30 31 06.7
01 35 47.52	+31 15 40.9
01 35 47.55	+31 24 50.0
01 35 47.63	+30 23 26.1
01 35 47.86	+31 10 47.8
01 35 48.11	+29 48 04.6
01 35 48.29	+30 28 25.3
01 35 48.32	+30 41 57.3
01 35 48.66	+30 04 25.5
01 35 48.93	+30 21 20.1
01 35 49.19	+30 21 40.8
01 35 49.25	+30 04 04.2
01 35 49.56	+31 17 58.8
01 35 49.88	+31 20 20.9
01 35 50.06	+31 15 23.5
01 35 50.12	+30 40 25.9
01 35 50.17	+29 55 25.8
01 35 50.23	+30 08 59.6
01 35 50.35	+30 07 50.8
01 35 50.37	+30 21 19.9
01 35 50.69	+31 16 31.2
01 35 50.85	+30 41 10.9
01 35 51.21	+29 56 35.4
01 35 51.49	+30 57 53.3
01 35 51.58	+31 02 21.4
01 35 51.62	+29 52 12.0
01 35 51.87	+30 59 16.9
01 35 51.88	+30 53 19.9
01 35 51.97	+29 50 01.8
01 35 52.44	+30 36 55.3
01 35 53.26	+30 11 47.2
01 35 53.30	+29 51 34.8
01 35 53.50	+31 26 16.5
01 35 53.74	+30 23 39.0
01 35 53.84	+31 10 26.5
01 35 54.29	+30 35 20.1
01 35 54.53	+31 29 12.3
01 35 54.59	+31 22 05.9
01 35 54.60	+29 49 09.6
01 35 55.16	+30 24 39.6
01 35 55.16	+30 38 46.3
01 35 55.58	+31 20 42.2
01 35 55.93	+30 15 02.2
01 35 55.99	+30 22 31.7
01 35 56.24	+30 03 23.7
01 35 56.26	+30 46 14.4
01 35 57.29	+30 18 45.8
01 35 57.30	+30 32 48.9
01 35 57.45	+31 05 03.0
01 35 57.70	+31 18 19.7
01 35 57.73	+31 25 01.6
01 35 58.08	+31 03 08.7
01 35 58.28	+30 48 42.7
01 35 58.39	+31 30 50.3
01 35 58.46	+31 31 26.7
01 35 58.70	+31 18 49.2
01 35 58.79	+30 04 06.2
01 35 59.07	+31 02 42.5
01 35 59.47	+30 52 19.0
01 35 59.54	+31 23 47.7
01 35 59.84	+30 37 43.2
01 35 59.97	+31 05 36.0
01 36 00.12	+30 39 10.3
01 36 00.17	+30 52 11.5
01 36 00.24	+31 11 59.5
01 36 00.71	+31 30 21.6
01 36 00.81	+29 56 18.5
01 36 01.01	+30 23 48.2
01 36 01.12	+30 21 40.5
01 36 01.31	+30 34 18.7
01 36 01.41	+29 54 54.2
01 36 01.42	+31 12 45.2
01 36 01.58	+30 28 12.3
01 36 01.89	+30 57 53.9
01 36 01.94	+31 03 40.0
01 36 02.73	+30 50 24.2
01 36 02.75	+30 20 14.3
01 36 03.19	+29 48 30.7
01 36 03.42	+30 12 31.2
01 36 03.44	+30 33 15.5
01 36 03.64	+30 41 21.5
01 36 03.85	+30 44 28.2
01 36 03.91	+31 14 04.8
01 36 03.94	+30 41 11.6
01 36 04.18	+30 52 25.2
01 36 04.78	+31 31 12.9
01 36 04.99	+31 22 09.7
01 36 05.07	+30 04 54.3
01 36 05.15	+30 10 56.3
01 36 05.27	+30 37 53.4
01 36 05.31	+30 58 21.7
01 36 05.36	+30 03 14.8
01 36 05.37	+30 57 05.2
01 36 05.54	+31 25 09.5
01 36 05.68	+31 06 47.2
01 36 05.88	+30 38 19.6
01 36 05.99	+31 26 01.0
01 36 06.07	+30 53 26.9
01 36 06.25	+30 49 56.4
01 36 06.28	+30 07 43.5
01 36 06.56	+29 57 06.7
01 36 06.73	+29 53 56.6
01 36 07.05	+30 09 42.4
01 36 07.12	+30 15 11.9
01 36 07.24	+31 01 26.7
01 36 07.49	+31 13 30.8
01 36 07.82	+31 24 04.9
01 36 07.86	+30 04 50.0
01 36 07.88	+30 05 26.8
01 36 07.91	+30 56 44.1
01 36 08.01	+31 04 43.2
01 36 08.34	+30 38 41.8
01 36 08.35	+30 34 04.5
01 36 08.35	+30 57 02.5
01 36 08.37	+31 18 53.8
01 36 08.68	+30 25 43.0
01 36 08.89	+30 35 48.8
01 36 08.92	+30 20 11.9
01 36 09.23	+30 34 25.6
01 36 09.23	+29 49 29.9
01 36 09.25	+30 35 21.1
01 36 09.28	+30 42 53.1
01 36 09.51	+31 29 35.1
01 36 09.76	+31 12 02.0
01 36 09.88	+31 10 30.8
01 36 10.01	+30 56 42.1
01 36 10.18	+30 19 03.0
01 36 10.24	+30 45 12.7
01 36 10.25	+31 18 23.0
01 36 10.39	+30 58 12.0
01 36 10.44	+30 43 28.2
01 36 10.72	+30 48 18.6
01 36 10.84	+31 23 50.6
01 36 11.39	+31 20 18.6
01 36 11.71	+30 15 52.8
01 36 12.21	+30 04 55.2
01 36 12.26	+30 35 58.5
01 36 12.27	+29 53 30.0
01 36 12.27	+30 50 08.2
01 36 12.45	+31 01 01.3
01 36 12.50	+30 01 05.1
01 36 12.52	+30 07 57.9
01 36 12.76	+30 39 19.3
01 36 13.04	+30 22 42.9
01 36 13.42	+29 53 49.5
01 36 13.48	+30 56 49.9
01 36 13.60	+30 35 55.2
01 36 13.70	+31 27 21.5
01 36 13.93	+30 28 42.7
01 36 14.18	+31 19 47.0
01 36 14.79	+30 49 03.9
01 36 15.06	+30 02 23.2
01 36 15.22	+31 06 47.9
01 36 15.22	+31 16 38.6
01 36 15.40	+31 06 17.4
01 36 15.49	+31 03 32.9
01 36 15.57	+30 35 55.5
01 36 15.62	+30 35 52.7
01 36 15.75	+31 07 57.1
01 36 15.91	+31 08 50.7
01 36 16.11	+30 11 52.4
01 36 16.35	+29 51 16.1
01 36 16.46	+31 07 46.8
01 36 16.57	+30 08 44.5
01 36 17.00	+31 08 18.7
01 36 17.06	+30 19 13.2
01 36 17.30	+30 04 11.8
01 36 17.88	+30 42 42.5
01 36 18.32	+29 55 30.5
01 36 18.39	+31 09 27.7
01 36 18.59	+31 08 38.3
01 36 18.67	+31 17 46.6
01 36 18.97	+31 14 56.0
01 36 19.46	+30 36 10.5
01 36 19.61	+30 35 55.4
01 36 20.03	+30 50 59.2
